filename,dose_ppm_h,risk_band,quality_status,L,a,b,darkness,rel_dark,patch_r,patch_g,patch_b
clean/clean_0239.jpg,20.7232,high,pass,36.471,-23.0,32.0,0.6933,0.5776,64.65,94.33,30.65
clean/clean_0240.jpg,31.9928,high,pass,27.059,-14.0,9.0,0.7647,0.6866,45.39,69.53,49.26
clean/clean_0241.jpg,33.0741,high,pass,26.275,-15.0,18.0,0.7709,0.6957,47.32,68.69,34.56
clean/clean_0242.jpg,43.8077,high,pass,19.608,-19.0,20.0,0.837,0.7729,24.96,54.66,17.74
clean/clean_0243.jpg,21.8995,high,pass,38.431,-17.0,31.0,0.6654,0.5549,80.41,97.17,37.18
clean/clean_0244.jpg,39.4348,high,pass,16.863,4.0,-6.0,0.8309,0.8047,43.37,41.66,50.01
clean/clean_0245.jpg,9.0133,medium,pass,51.765,0.0,51.0,0.5387,0.4005,145.1,121.23,27.06
clean/clean_0246.jpg,37.0824,high,pass,21.569,-7.0,9.0,0.8021,0.7502,47.08,54.61,38.02
clean/clean_0247.jpg,26.1947,high,pass,33.333,-21.0,24.0,0.717,0.6139,55.53,87.07,39.08
clean/clean_0248.jpg,22.1737,high,pass,34.902,-12.0,27.0,0.6911,0.5958,78.44,86.88,37.98
clean/clean_0249.jpg,13.1477,medium,pass,45.098,-14.0,44.0,0.6052,0.4776,105.39,112.91,25.21
clean/clean_0250.jpg,40.4131,high,pass,13.333,-7.0,15.0,0.8735,0.8456,33.26,36.17,9.41
clean/clean_0251.jpg,23.7341,high,pass,34.51,-14.0,15.0,0.6923,0.6003,68.25,87.77,57.34
clean/clean_0252.jpg,22.7723,high,pass,35.686,-7.0,21.0,0.6789,0.5866,85.23,86.3,50.32
clean/clean_0253.jpg,18.851,medium,pass,41.176,-15.0,34.0,0.6386,0.5231,89.71,103.69,39.09
clean/clean_0254.jpg,0.3111,fresh,pass,77.647,11.0,-1.0,0.2355,0.1007,213.2,185.64,194.91
clean/clean_0255.jpg,36.3698,high,pass,22.353,-19.0,12.0,0.8117,0.7411,28.73,60.28,35.38
clean/clean_0256.jpg,6.6479,medium,pass,54.902,-5.0,55.0,0.5101,0.364,148.79,132.31,24.29
clean/clean_0257.jpg,37.9662,high,pass,20.784,-9.0,7.0,0.8111,0.7593,40.58,53.65,39.83
clean/clean_0258.jpg,35.0298,high,pass,21.961,-4.0,16.0,0.7963,0.7456,55.34,54.55,29.65
clean/clean_0259.jpg,21.8669,high,pass,35.294,-13.0,19.0,0.688,0.5912,73.11,88.02,52.97
clean/clean_0260.jpg,4.2371,low,pass,62.745,-8.0,55.0,0.4293,0.2733,166.17,154.3,46.3
clean/clean_0261.jpg,3.1902,low,pass,66.275,-12.0,51.0,0.3916,0.2325,169.09,165.54,64.92
clean/clean_0262.jpg,21.6217,high,pass,37.255,-12.0,28.0,0.6708,0.5685,83.17,92.54,41.78
clean/clean_0263.jpg,19.1625,medium,pass,40.0,-12.0,26.0,0.6419,0.5367,89.67,99.97,51.06
clean/clean_0264.jpg,2.4091,low,pass,67.451,1.0,23.0,0.3582,0.2188,181.14,162.8,122.21
clean/clean_0265.jpg,18.2951,medium,pass,37.647,-10.0,35.0,0.6663,0.564,91.4,92.46,30.62
clean/clean_0266.jpg,3.3221,low,pass,65.098,-7.0,45.0,0.394,0.246,171.77,160.83,76.83
clean/clean_0267.jpg,9.6691,medium,pass,53.725,-12.0,46.0,0.5206,0.3777,132.16,132.29,44.61
clean/clean_0268.jpg,22.7081,high,pass,38.824,-18.0,26.0,0.6633,0.5503,76.65,98.02,47.27
clean/clean_0269.jpg,2.1447,low,pass,69.804,-2.0,28.0,0.337,0.1915,185.66,170.09,120.27
clean/clean_0270.jpg,6.853,medium,pass,59.608,-7.0,60.0,0.4691,0.3096,160.84,144.35,22.48
clean/clean_0271.jpg,13.6259,medium,pass,47.843,-3.0,43.0,0.5714,0.4458,128.39,113.75,36.21
clean/clean_0272.jpg,26.3622,high,pass,35.686,-14.0,28.0,0.689,0.5866,76.03,89.09,37.42
clean/clean_0273.jpg,18.3717,medium,pass,43.529,-21.0,39.0,0.6251,0.496,87.72,111.87,32.48
clean/clean_0274.jpg,5.1952,medium,pass,56.471,1.0,52.0,0.4892,0.3459,161.83,132.42,36.42
clean/clean_0275.jpg,17.4017,medium,pass,40.392,-13.0,29.0,0.6425,0.5321,89.61,100.83,45.46
clean/clean_0276.jpg,23.3994,high,pass,33.725,-9.0,17.0,0.698,0.6094,75.86,82.46,52.02
clean/clean_0277.jpg,6.8558,medium,pass,56.078,2.0,48.0,0.4876,0.3504,160.85,131.44,47.44
clean/clean_0278.jpg,18.1895,medium,pass,43.529,-15.0,29.0,0.6161,0.4958,94.31,108.29,53.84
clean/clean_0279.jpg,19.9665,medium,pass,44.706,-21.0,39.0,0.615,0.4822,91.49,113.79,35.33
clean/clean_0280.jpg,22.1272,high,pass,38.039,-12.0,32.0,0.6642,0.5594,87.64,94.23,36.1
clean/clean_0281.jpg,19.0006,medium,pass,38.824,-20.0,27.0,0.6626,0.5503,73.91,99.9,46.38
clean/clean_0282.jpg,0.2326,fresh,pass,84.706,3.0,0.0,0.1673,0.019,217.97,209.8,210.76
clean/clean_0283.jpg,30.7894,high,pass,24.314,-13.0,13.0,0.784,0.7184,44.32,63.85,38.03
clean/clean_0284.jpg,21.4092,high,pass,34.51,-14.0,24.0,0.6993,0.6003,71.26,86.17,41.88
clean/clean_0285.jpg,10.7976,medium,pass,48.627,-4.0,41.0,0.5629,0.4368,129.38,115.67,42.75
clean/clean_0286.jpg,45.139,high,pass,7.059,11.0,-11.0,0.907,0.9182,30.58,17.78,36.3
clean/clean_0287.jpg,33.0044,high,pass,27.059,1.0,12.0,0.7498,0.6866,72.18,63.09,45.57
clean/clean_0288.jpg,2.7605,low,pass,65.098,6.0,26.0,0.3798,0.246,184.8,153.55,112.03
clean/clean_0289.jpg,39.2077,high,pass,20.784,-3.0,9.0,0.8072,0.7593,51.82,50.11,37.23
clean/clean_0290.jpg,23.6208,high,pass,36.863,-21.0,23.0,0.6838,0.573,63.89,95.42,48.36
clean/clean_0291.jpg,16.6255,medium,pass,38.824,-9.0,30.0,0.6544,0.5503,93.37,94.44,41.84
clean/clean_0292.jpg,22.4235,high,pass,34.902,-12.0,34.0,0.6974,0.5958,79.59,86.19,24.34
clean/clean_0293.jpg,2.7334,low,pass,66.667,6.0,37.0,0.368,0.2279,194.0,157.2,95.38
clean/clean_0294.jpg,9.7664,medium,pass,52.549,-5.0,47.0,0.5249,0.3914,141.4,126.76,39.07
clean/clean_0295.jpg,12.4219,medium,pass,50.196,-12.0,48.0,0.5586,0.4186,122.01,124.0,28.91
clean/clean_0296.jpg,16.563,medium,pass,49.02,-21.0,45.0,0.5751,0.4322,104.43,124.88,33.49
clean/clean_0297.jpg,13.3087,medium,pass,46.667,-8.0,35.0,0.5797,0.4595,116.4,113.76,49.17
clean/clean_0298.jpg,18.6024,medium,pass,41.176,-20.0,33.0,0.6434,0.5231,81.37,105.52,40.91
clean/clean_0299.jpg,27.6317,high,pass,33.725,-13.0,24.0,0.7026,0.6094,72.15,84.3,41.85
clean/clean_0300.jpg,25.2432,high,pass,37.255,-20.0,35.0,0.685,0.5685,71.09,95.23,27.84
clean/clean_0301.jpg,0.0853,fresh,pass,86.667,-1.0,1.0,0.1474,0.0,215.13,218.96,215.3
clean/clean_0302.jpg,25.354,high,pass,34.51,-11.0,36.0,0.702,0.6003,80.33,85.09,17.7
clean/clean_0303.jpg,31.2193,high,pass,23.529,-5.0,11.0,0.7824,0.7275,55.44,58.35,40.83
clean/clean_0304.jpg,37.8534,high,pass,20.392,-8.0,15.0,0.8169,0.7638,45.34,51.02,27.97
clean/clean_0305.jpg,28.7666,high,pass,29.804,-13.0,24.0,0.7373,0.6548,62.77,75.84,32.46
clean/clean_0306.jpg,13.1014,medium,pass,47.451,-11.0,35.0,0.5758,0.4504,113.5,116.41,51.8
clean/clean_0307.jpg,10.0181,medium,pass,53.725,-14.0,46.0,0.5232,0.3777,128.46,133.22,43.68
clean/clean_0308.jpg,41.6765,high,pass,19.608,-4.0,14.0,0.8184,0.7729,49.82,48.11,27.83
clean/clean_0309.jpg,0.878,fresh,pass,75.294,-4.0,20.0,0.276,0.1279,193.91,186.66,149.76
clean/clean_0310.jpg,29.3516,high,pass,30.98,-14.0,28.0,0.731,0.6412,64.69,78.68,27.0
clean/clean_0311.jpg,23.2459,high,pass,39.608,-26.0,40.0,0.6697,0.5413,70.19,103.57,21.4
clean/clean_0312.jpg,24.6346,high,pass,32.157,-10.0,25.0,0.7129,0.6276,74.92,79.68,35.39
clean/clean_0313.jpg,11.9788,medium,pass,52.157,-13.0,45.0,0.5334,0.3959,127.5,129.48,42.71
clean/clean_0314.jpg,13.8933,medium,pass,41.961,-9.0,42.0,0.6298,0.5141,104.55,102.84,24.37
clean/clean_0315.jpg,22.8902,high,pass,35.294,-9.0,27.0,0.6836,0.5912,84.0,86.91,39.85
clean/clean_0316.jpg,36.8651,high,pass,19.608,-7.0,14.0,0.8216,0.7729,43.48,50.08,27.03
clean/clean_0317.jpg,0.1797,fresh,pass,83.922,6.0,-5.0,0.1752,0.028,217.17,205.3,218.27
clean/clean_0318.jpg,21.9009,high,pass,38.039,-15.0,31.0,0.6676,0.5594,82.13,95.2,37.98
clean/clean_0319.jpg,32.6933,high,pass,26.667,-17.0,21.0,0.77,0.6911,48.07,69.45,30.7
clean/clean_0320.jpg,0.2107,fresh,pass,83.137,0.0,-3.0,0.1859,0.0372,205.04,207.94,212.6
clean/clean_0321.jpg,19.9412,medium,pass,38.431,-21.0,30.0,0.6705,0.5549,71.14,98.98,40.84
clean/clean_0322.jpg,16.7488,medium,pass,45.098,-20.0,42.0,0.6119,0.4777,94.42,114.86,29.02
clean/clean_0323.jpg,8.9373,medium,pass,53.333,-1.0,52.0,0.5194,0.3823,149.69,126.74,29.81
clean/clean_0324.jpg,10.3098,medium,pass,53.333,-6.0,49.0,0.5224,0.3822,141.27,128.47,36.17
clean/clean_0325.jpg,13.473,medium,pass,43.137,0.0,33.0,0.6063,0.5004,118.25,101.77,46.39
clean/clean_0326.jpg,30.9911,high,pass,25.49,-13.0,20.0,0.7748,0.7048,51.08,66.0,30.01
clean/clean_0327.jpg,44.5033,high,pass,14.118,-12.0,16.0,0.8718,0.8365,25.06,40.91,10.44
clean/clean_0328.jpg,38.7165,high,pass,21.176,-15.0,20.0,0.8145,0.7547,39.66,56.43,20.44
clean/clean_0329.jpg,9.2031,medium,pass,56.078,-11.0,45.0,0.4929,0.3505,140.5,138.79,51.11
clean/clean_0330.jpg,28.6051,high,pass,33.725,-16.0,32.0,0.7112,0.6094,70.14,85.05,24.12
clean/clean_0331.jpg,29.5891,high,pass,33.333,-21.0,29.0,0.7203,0.6139,58.21,86.06,29.76
clean/clean_0332.jpg,43.812,high,pass,10.98,-3.0,1.0,0.8851,0.8728,24.23,31.75,29.95
clean/clean_0333.jpg,12.7002,medium,pass,49.804,-9.0,39.0,0.5538,0.4231,123.83,121.2,49.21
clean/clean_0334.jpg,18.5078,medium,pass,43.529,-22.0,37.0,0.6261,0.4958,85.01,111.93,37.16
clean/clean_0335.jpg,14.3519,medium,pass,43.922,-6.0,37.0,0.606,0.4913,113.68,105.5,39.98
clean/clean_0336.jpg,21.1124,high,pass,39.216,-17.0,31.0,0.6607,0.5458,80.41,99.02,38.11
clean/clean_0337.jpg,12.6633,medium,pass,50.588,-9.0,47.0,0.549,0.414,128.46,123.98,33.52
clean/clean_0338.jpg,21.8084,high,pass,35.294,-16.0,25.0,0.6924,0.5912,70.21,89.74,41.75
clean/clean_0339.jpg,1.6489,low,pass,70.98,-2.0,14.0,0.3181,0.1778,181.92,174.67,148.86
clean/clean_0340.jpg,10.1887,medium,pass,49.804,-8.0,45.0,0.5576,0.4232,127.47,120.21,36.22
clean/clean_0341.jpg,37.3882,high,pass,20.392,-7.0,18.0,0.8149,0.7638,47.22,51.98,22.45
clean/clean_0342.jpg,28.9295,high,pass,32.157,-19.0,21.0,0.7244,0.6275,55.39,83.23,42.64
clean/clean_0343.jpg,14.7992,medium,pass,42.353,-7.0,36.0,0.6219,0.5094,107.03,102.54,37.01
clean/clean_0344.jpg,20.2933,high,pass,36.471,-13.0,26.0,0.6763,0.5776,79.51,91.65,43.67
clean/clean_0345.jpg,33.4814,high,pass,25.882,-5.0,22.0,0.7659,0.7002,65.64,63.01,27.03
clean/clean_0346.jpg,9.6587,medium,pass,49.412,-5.0,45.0,0.5572,0.4276,131.99,118.28,35.2
clean/clean_0347.jpg,22.9038,high,pass,36.471,-19.0,28.0,0.6873,0.5776,68.37,93.45,39.0
clean/clean_0348.jpg,15.8719,medium,pass,46.275,-10.0,41.0,0.5871,0.464,114.68,113.89,36.36
clean/clean_0349.jpg,31.7545,high,pass,29.804,-14.0,26.0,0.74,0.6548,61.96,75.94,27.96
clean/clean_0350.jpg,21.5282,high,pass,39.608,-14.0,31.0,0.6527,0.5412,87.77,98.06,41.77
clean/clean_0351.jpg,21.9264,high,pass,32.941,-10.0,18.0,0.7075,0.6185,71.15,81.44,48.24
clean/clean_0352.jpg,24.8375,high,pass,32.941,-15.0,29.0,0.7146,0.6184,68.32,83.23,30.63
clean/clean_0353.jpg,26.3171,high,pass,30.196,-11.0,26.0,0.7327,0.6502,67.51,75.96,29.81
clean/clean_0354.jpg,7.7555,medium,pass,55.294,-8.0,47.0,0.5027,0.3596,142.22,134.97,44.51
clean/clean_0355.jpg,3.8926,low,pass,64.314,-9.0,50.0,0.412,0.2551,167.37,158.27,61.35
clean/clean_0356.jpg,41.2878,high,pass,15.686,-8.0,15.0,0.8538,0.8183,34.39,42.85,16.1
clean/clean_0357.jpg,15.3974,medium,pass,45.49,-3.0,39.0,0.5885,0.4731,122.98,108.35,40.05
clean/clean_0358.jpg,16.2532,medium,pass,48.627,-15.0,45.0,0.5706,0.4367,114.43,121.96,32.42
clean/clean_0359.jpg,28.1247,high,pass,32.157,-21.0,32.0,0.731,0.6275,57.42,83.41,21.56
clean/clean_0360.jpg,4.3828,low,pass,58.824,7.0,48.0,0.4555,0.3187,176.49,136.0,54.77
clean/clean_0361.jpg,14.6456,medium,pass,41.569,-3.0,27.0,0.621,0.5186,108.08,98.98,54.69
clean/clean_0362.jpg,20.07,high,pass,42.353,-23.0,35.0,0.637,0.5094,80.29,109.05,39.83
clean/clean_0363.jpg,20.1011,high,pass,37.647,-17.0,28.0,0.6732,0.564,75.84,95.37,40.92
clean/clean_0364.jpg,22.8665,high,pass,34.902,-14.0,26.0,0.6914,0.5957,73.06,88.9,40.92
clean/clean_0365.jpg,19.6039,medium,pass,39.216,-15.0,29.0,0.6551,0.5457,84.23,98.22,44.7
clean/clean_0366.jpg,29.513,high,pass,22.353,-5.0,16.0,0.7935,0.7411,55.61,55.74,29.0
clean/clean_0367.jpg,13.6895,medium,pass,47.059,-16.0,40.0,0.5865,0.4549,106.3,117.52,40.91
clean/clean_0368.jpg,16.2068,medium,pass,40.784,-8.0,35.0,0.6374,0.5276,101.57,98.94,35.26
clean/clean_0369.jpg,5.2691,medium,pass,58.824,3.0,55.0,0.4619,0.3187,171.88,138.78,38.16
clean/clean_0370.jpg,43.1462,high,pass,12.941,3.0,14.0,0.8684,0.8501,43.43,32.48,13.12
clean/clean_0371.jpg,36.9133,high,pass,21.961,-14.0,11.0,0.8062,0.7456,36.96,58.34,36.21
clean/clean_0372.jpg,44.8939,high,pass,13.725,1.0,-6.0,0.861,0.841,32.45,35.36,43.71
clean/clean_0373.jpg,12.108,medium,pass,49.412,-12.0,45.0,0.5647,0.4277,120.03,121.1,35.26
clean/clean_0374.jpg,5.2551,medium,pass,52.941,14.0,50.0,0.5168,0.3868,169.91,116.49,35.27
clean/clean_0375.jpg,6.6429,medium,pass,57.255,3.0,55.0,0.4834,0.3368,166.4,133.3,32.68
clean/clean_0376.jpg,0.2511,fresh,pass,86.275,1.0,11.0,0.1544,0.0008,225.49,214.55,195.2
clean/clean_0377.jpg,14.0151,medium,pass,44.314,-14.0,38.0,0.6091,0.4867,102.6,110.13,38.14
clean/clean_0378.jpg,37.2696,high,pass,18.039,5.0,12.0,0.8231,0.7911,58.25,41.76,27.94
clean/clean_0379.jpg,13.3504,medium,pass,47.059,-7.0,40.0,0.5762,0.4549,120.07,114.67,42.67
clean/clean_0380.jpg,46.8148,high,pass,11.765,-8.0,5.0,0.8837,0.8637,22.29,34.44,24.31
clean/clean_0381.jpg,42.326,high,pass,18.431,-9.0,11.0,0.8324,0.7865,37.07,48.29,28.93
clean/clean_0382.jpg,27.5052,high,pass,32.941,-19.0,26.0,0.715,0.6185,60.89,85.96,35.21
clean/clean_0383.jpg,5.7728,medium,pass,58.039,-1.0,54.0,0.4724,0.3277,163.39,138.6,37.98
clean/clean_0384.jpg,22.3088,high,pass,34.902,-12.0,22.0,0.6888,0.5957,75.58,87.72,46.2
clean/clean_0385.jpg,17.7236,medium,pass,39.608,-10.0,31.0,0.6484,0.5412,93.28,97.11,41.74
clean/clean_0386.jpg,26.8667,high,pass,29.02,-13.0,25.0,0.745,0.6639,62.87,73.16,28.86
clean/clean_0387.jpg,39.7303,high,pass,18.039,-15.0,10.0,0.842,0.7911,24.92,50.0,30.64
clean/clean_0388.jpg,45.5497,high,pass,16.863,-16.0,11.0,0.8522,0.8047,23.16,47.32,26.11
clean/clean_0389.jpg,26.4408,high,pass,32.941,-12.0,15.0,0.7079,0.6185,66.53,82.37,54.7
clean/clean_0390.jpg,46.0353,high,pass,11.373,-8.0,10.0,0.8848,0.8683,26.0,33.52,16.94
clean/clean_0391.jpg,20.1982,high,pass,40.392,-18.0,37.0,0.6498,0.5322,85.13,102.81,30.81
clean/clean_0392.jpg,13.2923,medium,pass,46.275,-8.0,40.0,0.5852,0.464,117.34,112.86,39.02
clean/clean_0393.jpg,10.8621,medium,pass,49.412,-1.0,48.0,0.5577,0.4277,137.58,116.47,28.78
clean/clean_0394.jpg,9.2587,medium,pass,50.588,2.0,49.0,0.5453,0.4141,145.37,117.81,29.19
clean/clean_0395.jpg,10.9237,medium,pass,53.333,-13.0,47.0,0.5247,0.3823,130.23,132.21,40.82
clean/clean_0396.jpg,13.4612,medium,pass,49.412,-17.0,45.0,0.5632,0.4277,113.73,124.95,35.41
clean/clean_0397.jpg,25.5941,high,pass,32.941,-18.0,23.0,0.7154,0.6184,61.88,84.18,40.81
clean/clean_0398.jpg,17.2705,medium,pass,39.608,-13.0,36.0,0.6535,0.5413,89.47,98.84,31.47
clean/clean_0399.jpg,25.5338,high,pass,30.196,-15.0,21.0,0.7339,0.6503,59.99,77.67,38.0
clean/clean_0400.jpg,0.091,fresh,pass,83.922,-4.0,9.0,0.1819,0.028,208.79,211.69,192.34
clean/clean_0401.jpg,4.2881,low,pass,60.784,-8.0,54.0,0.4493,0.296,160.75,148.88,43.64
clean/clean_0402.jpg,42.6562,high,pass,12.157,-6.0,8.0,0.8788,0.8592,27.73,34.35,21.44
clean/clean_0403.jpg,36.9418,high,pass,23.529,-11.0,14.0,0.7896,0.7275,47.97,60.12,35.22
clean/clean_0404.jpg,0.3575,fresh,pass,81.961,5.0,7.0,0.1957,0.0507,219.09,200.76,190.64
clean/clean_0405.jpg,18.8108,medium,pass,41.569,-19.0,37.0,0.6399,0.5185,86.99,105.6,33.6
clean/clean_0406.jpg,8.8297,medium,pass,52.157,-4.0,46.0,0.527,0.3959,140.46,125.83,41.83
clean/clean_0407.jpg,12.5223,medium,pass,47.843,-11.0,43.0,0.5763,0.4458,117.32,117.45,35.3
clean/clean_0408.jpg,10.4914,medium,pass,50.98,7.0,42.0,0.5343,0.4096,152.24,115.44,48.07
clean/clean_0409.jpg,9.2014,medium,pass,53.725,-8.0,52.0,0.5217,0.3777,140.46,130.44,29.82
clean/clean_0410.jpg,18.6555,medium,pass,38.431,-2.0,35.0,0.6557,0.5549,103.49,90.7,31.63
clean/clean_0411.jpg,16.2251,medium,pass,44.706,-16.0,36.0,0.605,0.4822,98.82,112.81,43.59
clean/clean_0412.jpg,9.0999,medium,pass,50.588,-1.0,49.0,0.5459,0.414,141.44,119.42,29.87
clean/clean_0413.jpg,27.1099,high,pass,29.804,-14.0,26.0,0.7399,0.6548,62.96,75.1,29.88
clean/clean_0414.jpg,17.8666,medium,pass,38.824,-6.0,35.0,0.6525,0.5503,100.64,93.4,32.48
clean/clean_0415.jpg,12.9673,medium,pass,43.137,-6.0,36.0,0.6143,0.5003,109.94,103.61,40.85
clean/clean_0416.jpg,13.1273,medium,pass,44.706,-3.0,38.0,0.5968,0.4822,119.37,106.58,40.12
clean/clean_0417.jpg,9.2652,medium,pass,52.157,-1.0,49.0,0.5281,0.3959,146.0,123.97,34.43
clean/clean_0418.jpg,38.0326,high,pass,17.647,-1.0,7.0,0.8294,0.7956,45.32,44.53,33.5
clean/clean_0419.jpg,43.8049,high,pass,12.941,9.0,10.0,0.8634,0.8501,48.1,30.68,21.48
clean/clean_0420.jpg,34.77,high,pass,20.0,-4.0,10.0,0.8119,0.7683,47.16,50.99,34.41
clean/clean_0421.jpg,45.2149,high,pass,10.196,3.0,5.0,0.8914,0.8819,35.14,25.11,21.45
clean/clean_0422.jpg,16.009,medium,pass,38.824,-14.0,29.0,0.6584,0.5503,84.06,97.13,43.6
clean/clean_0423.jpg,27.7769,high,pass,30.196,-16.0,13.0,0.737,0.6503,52.75,77.83,49.24
clean/clean_0424.jpg,1.0091,low,pass,75.294,-4.0,16.0,0.2747,0.1279,190.38,187.74,156.39
clean/clean_0425.jpg,25.6161,high,pass,34.902,-16.0,25.0,0.696,0.5958,69.41,88.94,40.04
clean/clean_0426.jpg,19.3435,medium,pass,32.549,-9.0,25.0,0.7112,0.623,76.64,79.55,35.26
clean/clean_0427.jpg,1.6485,low,pass,74.51,-5.0,27.0,0.2882,0.137,193.03,184.86,134.11
clean/clean_0428.jpg,15.2086,medium,pass,47.451,-15.0,44.0,0.5848,0.4504,109.85,118.3,31.52
clean/clean_0429.jpg,44.5041,high,pass,21.961,-25.0,24.0,0.831,0.7457,19.44,61.14,12.21
clean/clean_0430.jpg,7.4074,medium,pass,54.51,-1.0,49.0,0.5086,0.3686,152.36,128.49,38.03
clean/clean_0431.jpg,35.1997,high,pass,24.314,-12.0,13.0,0.7842,0.7184,46.23,62.99,37.17
clean/clean_0432.jpg,7.829,medium,pass,53.725,5.0,45.0,0.5094,0.3777,158.98,123.11,46.5
clean/clean_0433.jpg,38.422,high,pass,18.431,-4.0,19.0,0.8281,0.7865,49.05,46.42,16.9
clean/clean_0434.jpg,19.1897,medium,pass,32.157,-3.0,25.0,0.7097,0.6276,83.2,76.87,35.35
clean/clean_0435.jpg,10.6191,medium,pass,51.373,-6.0,44.0,0.5376,0.4049,134.83,123.89,42.66
clean/clean_0436.jpg,43.0927,high,pass,15.294,-3.0,11.0,0.8507,0.8229,38.03,40.94,23.41
clean/clean_0437.jpg,8.3666,medium,pass,54.118,-6.0,50.0,0.5153,0.3732,143.29,130.51,36.36
clean/clean_0438.jpg,20.1607,high,pass,42.353,-22.0,35.0,0.6379,0.5094,81.24,108.16,39.86
clean/clean_0439.jpg,32.9558,high,pass,25.49,-22.0,19.0,0.7873,0.7048,35.03,68.42,31.52
clean/clean_0440.jpg,3.1711,low,pass,63.922,0.0,45.0,0.404,0.2597,179.16,153.44,73.14
clean/clean_0441.jpg,1.0966,low,pass,71.373,2.0,15.0,0.3118,0.1734,189.33,173.77,147.96
clean/clean_0442.jpg,21.5795,high,pass,38.824,-16.0,29.0,0.6625,0.5503,80.42,97.18,43.65
clean/clean_0443.jpg,15.7887,medium,pass,42.745,-12.0,34.0,0.621,0.5049,99.83,105.5,42.74
clean/clean_0444.jpg,9.9784,medium,pass,50.98,1.0,49.0,0.5401,0.4095,145.85,119.21,32.44
clean/clean_0445.jpg,13.4325,medium,pass,46.667,-10.0,42.0,0.585,0.4595,115.41,114.63,35.25
clean/clean_0446.jpg,0.7384,fresh,pass,76.863,-3.0,11.0,0.2567,0.1097,193.15,191.44,170.24
clean/clean_0447.jpg,7.3758,medium,pass,55.294,-3.0,53.0,0.503,0.3595,152.44,132.27,30.72
clean/clean_0448.jpg,9.9197,medium,pass,50.196,-5.0,52.0,0.5557,0.4186,135.88,120.32,17.84
clean/clean_0449.jpg,19.9036,medium,pass,41.569,-26.0,34.0,0.6482,0.5185,72.25,108.4,39.18
clean/clean_0450.jpg,15.216,medium,pass,43.137,-8.0,32.0,0.6127,0.5004,106.38,104.67,48.38
clean/clean_0451.jpg,22.7238,high,pass,33.725,-12.0,19.0,0.6999,0.6094,72.12,84.26,48.28
clean/clean_0452.jpg,25.4621,high,pass,36.863,-26.0,30.0,0.694,0.573,58.24,96.24,36.25
clean/clean_0453.jpg,37.3197,high,pass,24.706,-7.0,19.0,0.7781,0.7138,58.13,61.04,29.68
clean/clean_0454.jpg,3.58,low,pass,62.353,-10.0,42.0,0.4273,0.2778,157.03,154.4,74.1
clean/clean_0455.jpg,15.5375,medium,pass,44.314,-9.0,37.0,0.6069,0.4867,109.13,107.42,40.04
clean/clean_0456.jpg,5.274,medium,pass,60.392,3.0,60.0,0.4547,0.3005,177.46,141.59,25.26
clean/clean_0457.jpg,8.8053,medium,pass,56.471,-9.0,55.0,0.4949,0.3459,147.91,138.81,27.11
clean/clean_0458.jpg,28.526,high,pass,31.765,-9.0,26.0,0.7167,0.6321,74.81,78.64,32.5
clean/clean_0459.jpg,24.224,high,pass,38.039,-19.0,31.0,0.6732,0.5594,75.85,96.29,36.31
clean/clean_0460.jpg,24.9489,high,pass,35.686,-17.0,29.0,0.6889,0.5867,71.95,91.48,36.11
clean/clean_0461.jpg,0.3594,fresh,pass,80.784,1.0,2.0,0.2093,0.0643,205.09,200.61,197.88
clean/clean_0462.jpg,0.7871,fresh,pass,79.216,-8.0,14.0,0.2383,0.0825,192.85,199.46,170.87
clean/clean_0463.jpg,17.3575,medium,pass,45.098,-16.0,38.0,0.6029,0.4776,99.76,113.75,40.83
clean/clean_0464.jpg,16.186,medium,pass,39.608,-17.0,30.0,0.6552,0.5413,81.39,100.0,42.78
clean/clean_0465.jpg,38.3066,high,pass,19.608,-4.0,20.0,0.8202,0.7729,51.7,48.15,18.63
clean/clean_0466.jpg,8.546,medium,pass,50.588,-3.0,52.0,0.5511,0.414,139.45,120.18,19.56
clean/clean_0467.jpg,2.9746,low,pass,65.49,-7.0,36.0,0.3863,0.2414,169.9,161.73,94.36
clean/clean_0468.jpg,30.9558,high,pass,28.235,-13.0,20.0,0.7521,0.6729,58.16,71.23,35.25
clean/clean_0469.jpg,16.4636,medium,pass,41.569,-11.0,38.0,0.6311,0.5185,100.67,102.66,32.51
clean/clean_0470.jpg,15.8363,medium,pass,43.137,-11.0,39.0,0.6202,0.5004,104.42,105.48,32.56
clean/clean_0471.jpg,1.457,low,pass,72.549,-2.0,14.0,0.303,0.1597,185.77,178.52,152.7
clean/clean_0472.jpg,42.1833,high,pass,14.118,4.0,9.0,0.8569,0.8365,45.31,34.37,24.24
clean/clean_0473.jpg,4.0243,low,pass,61.961,0.0,50.0,0.4313,0.2824,174.64,147.08,56.62
clean/clean_0474.jpg,6.4602,medium,pass,56.471,2.0,55.0,0.4893,0.3459,163.61,132.35,31.73
clean/clean_0475.jpg,43.9961,high,pass,13.333,-13.0,9.0,0.8769,0.8456,20.33,38.95,21.43
clean/clean_0476.jpg,8.2718,medium,pass,50.98,6.0,43.0,0.5334,0.4095,151.47,116.52,46.38
clean/clean_0477.jpg,2.324,low,pass,67.059,-1.0,29.0,0.3641,0.2233,180.14,162.73,111.98
clean/clean_0478.jpg,2.3183,low,pass,69.804,-4.0,28.0,0.3385,0.1914,182.9,171.03,119.36
